last,first,full_nm,nickname,ht,wt,reach,stance,w,l,d,belt,country,age_in_2023,active
Dombrow,Dennis,Dennis Dombrow,,--,145 lbs.,--,,7,5,0,FALSE,POL,31,FALSE
Dominguez,OJ,OJ Dominguez,,--,--,--,,0,1,0,FALSE,BRA,29,FALSE
Donaldson,John,John Donaldson,J.T.,"5' 8""",145 lbs.,--,,2,2,0,FALSE,BRA,34,FALSE
Donovan,Cody,Cody Donovan,Donnybrook,"6' 3""",205 lbs.,"74.0""",Orthodox,8,5,0,FALSE,USA,27,FALSE
Dorr,Houston,Houston Dorr,,"6' 1""",210 lbs.,--,Orthodox,1,2,0,FALSE,MDA,31,FALSE
Dos Anjos,Rafael,Rafael Dos Anjos,,"5' 8""",170 lbs.,"70.0""",Southpaw,32,14,0,TRUE,BRA,29,TRUE
Dos Santos,Junior,Junior Dos Santos,Cigano,"6' 4""",238 lbs.,"77.0""",Orthodox,21,9,0,TRUE,BRA,34,FALSE
dos Santos,Geronimo,Geronimo dos Santos,Mondragon,"6' 3""",264 lbs.,--,Orthodox,39,19,0,FALSE,BRA,31,FALSE
Dos Santos,Antonio,Antonio Dos Santos,Junior Alpha,"5' 10""",185 lbs.,--,Orthodox,6,4,0,FALSE,BRA,31,FALSE
Dos Santos,Anderson,Anderson Dos Santos,Berinja,"5' 5""",135 lbs.,"70.0""",Orthodox,21,9,0,FALSE,BRA,31,FALSE
Dos Santos,Acacio,Acacio Dos Santos,Pequeno,"6' 4""",205 lbs.,"79.0""",Orthodox,14,5,0,FALSE,BRA,#N/A,FALSE
dos Santos,Felipe,Felipe dos Santos,Lipe Detona,--,125 lbs.,--,,7,0,0,FALSE,BRA,31,FALSE
dos Santos e Silva,Tiago,Tiago dos Santos e Silva,Trator,"5' 9""",145 lbs.,"70.0""",Orthodox,20,7,2,FALSE,BRA,28,FALSE
Doskalchuk,Oleksandr,Oleksandr Doskalchuk,,"5' 6""",125 lbs.,--,Southpaw,10,2,0,FALSE,UKR,29,FALSE
Douglas,David,David Douglas,Tarzan,"5' 11""",155 lbs.,--,,9,7,0,FALSE,USA,31,FALSE
Douglas,Damion,Damion Douglas,,--,170 lbs.,--,,4,1,0,FALSE,CAN,31,FALSE
Doumbe,Cedric,Cedric Doumbe,,"5' 10""",170 lbs.,--,,2,0,0,FALSE,USA,31,FALSE
Dowdy,John,John Dowdy,,--,--,--,,0,1,0,FALSE,USA,34,FALSE
Dowdy,Jordan,Jordan Dowdy,,--,170 lbs.,--,,4,3,0,FALSE,USA,34,FALSE
Downes,Danny,Danny Downes,,"6' 0""",155 lbs.,"72.0""",Orthodox,8,3,0,FALSE,USA,31,FALSE
Downey,Derek,Derek Downey,,"6' 1""",185 lbs.,--,Orthodox,11,4,0,FALSE,USA,31,FALSE
Doyle,John,John Doyle,The Iron Bull,"5' 11""",205 lbs.,--,Orthodox,11,22,0,FALSE,ENG,34,FALSE
Drago,Edson,Edson Drago,,"6' 4""",220 lbs.,--,Orthodox,11,7,0,FALSE,ENG,31,FALSE
Driscoll,Kyle,Kyle Driscoll,KD,"5' 11""",145 lbs.,"74.0""",Orthodox,12,3,0,FALSE,USA,27,FALSE
Drumm,Chris,Chris Drumm,,"5' 8""",145 lbs.,--,,0,1,0,FALSE,RSA,27,FALSE
Drwal,Tomasz,Tomasz Drwal,Gorilla,"6' 1""",205 lbs.,"76.0""",Orthodox,21,5,1,FALSE,POL,28,FALSE
Drysdale,Robert,Robert Drysdale,,"6' 3""",205 lbs.,--,Orthodox,7,0,0,FALSE,USA,29,FALSE
Du Plessis,Dricus,Dricus Du Plessis,Stillknocks,"6' 1""",185 lbs.,"76.0""",Switch,19,2,0,FALSE,USA,31,TRUE
Duarte,Hugo,Hugo Duarte,,"6' 0""",240 lbs.,--,Orthodox,6,3,0,FALSE,BRA,31,FALSE
Duarte,Antonio,Antonio Duarte,Tigre,"5' 7""",135 lbs.,--,,19,7,0,FALSE,USA,31,FALSE
Duarte,Joe,Joe Duarte,,--,155 lbs.,--,,10,4,0,FALSE,BRA,34,FALSE
Ducote,Emily,Emily Ducote,Gordinha,"5' 2""",115 lbs.,"63.0""",Orthodox,12,8,0,FALSE,USA,31,TRUE
Dudakova,Viktoriia,Viktoriia Dudakova,,"5' 5""",115 lbs.,"67.0""",Orthodox,6,0,0,FALSE,RUS,28,FALSE
Dudieva,Milana,Milana Dudieva,,"5' 3""",135 lbs.,--,Orthodox,11,6,0,FALSE,RUS,27,FALSE
Duenas,Adin,Adin Duenas,,"5' 6""",145 lbs.,--,,6,1,0,FALSE,USA,#N/A,FALSE
Duffee,Todd,Todd Duffee,,"6' 3""",260 lbs.,"78.0""",Orthodox,9,3,0,FALSE,USA,28,FALSE
Duffy,Joe,Joe Duffy,Irish,"5' 10""",155 lbs.,"73.0""",Orthodox,16,5,0,FALSE,IRL,34,FALSE
Dufresne,Alexis,Alexis Dufresne,Sneaky Zebra,"5' 9""",135 lbs.,--,Orthodox,6,3,0,FALSE,USA,31,FALSE
Duke,Jessamyn,Jessamyn Duke,The Gun,"5' 11""",135 lbs.,"73.0""",Orthodox,3,5,0,FALSE,USA,31,FALSE
Dulgarian,Isaac,Isaac Dulgarian,The Midwest Choppa,"5' 7""",145 lbs.,--,Orthodox,5,0,0,FALSE,USA,31,FALSE
Dullanty,Kelly,Kelly Dullanty,Psycho,"5' 8""",155 lbs.,--,Orthodox,4,2,0,FALSE,USA,27,FALSE
Dumas,Sedriques,Sedriques Dumas,The Reaper,"6' 2""",185 lbs.,"79.0""",Orthodox,8,1,0,FALSE,USA,29,FALSE
Dumont,Norma,Norma Dumont,The Immortal,"5' 7""",145 lbs.,"67.0""",Orthodox,9,2,0,FALSE,BRA,29,TRUE
Duncan,Chris,Chris Duncan,The Problem,"5' 10""",155 lbs.,"71.0""",Orthodox,10,1,0,FALSE,SCT,27,FALSE
Duncan,Christian Leroy,Christian Leroy Duncan,CLD,"6' 2""",185 lbs.,"79.0""",Switch,8,1,0,FALSE,ENG,27,FALSE
Dunham,Evan,Evan Dunham,,"5' 10""",155 lbs.,"70.0""",Southpaw,18,9,1,FALSE,USA,31,FALSE
Dunworth,Alex,Alex Dunworth,,"5' 8""",155 lbs.,--,,2,2,0,FALSE,USA,#N/A,FALSE
Duquesnoy,Tom,Tom Duquesnoy,Fire Kid,"5' 7""",135 lbs.,"68.0""",Orthodox,16,2,0,FALSE,FRA,28,FALSE
Duraev,Albert,Albert Duraev,,"5' 11""",185 lbs.,"75.0""",Orthodox,16,4,0,FALSE,RUS,#N/A,TRUE
Duran,Reuben,Reuben Duran,,"5' 7""",135 lbs.,"71.0""",Orthodox,11,7,1,FALSE,USA,29,FALSE
Durden,Cody,Cody Durden,,"5' 7""",125 lbs.,"67.0""",Southpaw,15,4,1,FALSE,USA,31,TRUE
Dutra,Luiz,Luiz Dutra,Besouro,"5' 11""",170 lbs.,--,Orthodox,13,6,1,FALSE,BRA,27,FALSE
Dutro,Rilley,Rilley Dutro,,"5' 8""",125 lbs.,--,Orthodox,11,4,0,FALSE,USA,29,FALSE
Duvall,Bill,Bill Duvall,,"6' 2""",185 lbs.,--,Southpaw,1,2,0,FALSE,USA,31,FALSE
Dvalishvili,Merab,Merab Dvalishvili,The Machine,"5' 6""",135 lbs.,"68.0""",Orthodox,16,4,0,FALSE,GEO,27,TRUE
Dvorak,David,David Dvorak,Undertaker,"5' 5""",125 lbs.,"68.0""",Orthodox,20,6,0,FALSE,CZE,31,FALSE
Dwyer,Matt,Matt Dwyer,,"6' 4""",170 lbs.,"76.0""",Orthodox,9,4,0,FALSE,CAN,27,FALSE
Dy,Rolando,Rolando Dy,Dy Incredible,"5' 8""",145 lbs.,"69.0""",Orthodox,9,7,1,FALSE,PHI,29,FALSE
Earwood,Ben,Ben Earwood,,"5' 8""",170 lbs.,--,Orthodox,12,3,0,FALSE,USA,31,FALSE
East,Cody,Cody East,The Freight Train,"6' 3""",245 lbs.,--,Orthodox,12,3,0,FALSE,USA,31,FALSE
Eastman,Marvin,Marvin Eastman,The Beastman,"5' 9""",185 lbs.,"73.0""",Orthodox,18,15,1,FALSE,USA,27,FALSE
Easton,Mike,Mike Easton,The Hulk,"5' 6""",135 lbs.,"70.0""",Southpaw,13,6,0,FALSE,USA,27,FALSE
Eazel,Maurice,Maurice Eazel,,"5' 7""",135 lbs.,--,,7,15,0,FALSE,ENG,27,FALSE
Eazelle,Vincent,Vincent Eazelle,The Real Deal,"5' 11""",155 lbs.,--,,9,2,0,FALSE,USA,28,FALSE
Ebanez,Ross,Ross Ebanez,The Boss,"5' 9""",154 lbs.,--,Southpaw,20,10,0,FALSE,USA,29,FALSE
Ebersole,Brian,Brian Ebersole,Bad Boy,"6' 0""",170 lbs.,"73.0""",Southpaw,51,18,1,FALSE,USA,31,FALSE
Echeverria,Roybert,Roybert Echeverria,The Unbroken,"5' 5""",125 lbs.,"67.0""",Switch,7,1,0,FALSE,USA,29,FALSE
Eddiva,Mark,Mark Eddiva,,"5' 8""",145 lbs.,"68.0""",Orthodox,6,3,0,FALSE,PHI,27,FALSE
Edgar,Frankie,Frankie Edgar,The Answer,"5' 6""",135 lbs.,"68.0""",Orthodox,23,11,1,TRUE,USA,31,TRUE
Edilov,Abdul-Kerim,Abdul-Kerim Edilov,,"6' 2""",205 lbs.,--,Orthodox,17,4,0,FALSE,RUS,#N/A,FALSE
Eduardo,Johnny,Johnny Eduardo,,"5' 7""",135 lbs.,"71.0""",Orthodox,28,13,0,FALSE,BRA,34,FALSE
Edwards,Yves,Yves Edwards,,"5' 9""",155 lbs.,"73.0""",Southpaw,42,22,1,FALSE,BAH,28,FALSE
Edwards,Justin,Justin Edwards,Fast Eddy,"5' 10""",155 lbs.,"70.0""",Orthodox,9,5,0,FALSE,USA,34,FALSE
Edwards,Leon,Leon Edwards,Rocky,"6' 2""",170 lbs.,"74.0""",Southpaw,21,3,0,FALSE,ENG,27,FALSE
Edwards,Te,Te Edwards,,"5' 8""",155 lbs.,"72.0""",Orthodox,6,3,0,FALSE,USA,28,FALSE
Edwards,Adli,Adli Edwards,,--,145 lbs.,--,,4,1,0,FALSE,USA,#N/A,FALSE
Edwards,Joselyne,Joselyne Edwards,La Pantera,"5' 8""",135 lbs.,"70.0""",Orthodox,13,4,0,FALSE,PAN,34,TRUE
Egan,Tom,Tom Egan,,"5' 11""",170 lbs.,--,Orthodox,7,5,0,FALSE,BRA,28,FALSE
Egger,Stephanie,Stephanie Egger,,"5' 6""",135 lbs.,"68.0""",Orthodox,8,4,0,FALSE,SUI,28,TRUE
Eilers,Justin,Justin Eilers,The Hammer,"6' 1""",235 lbs.,--,Orthodox,19,7,1,FALSE,USA,34,FALSE
Einemo,Jon Olav,Jon Olav Einemo,The Viking,"6' 6""",253 lbs.,--,Orthodox,6,3,0,FALSE,NOR,34,FALSE
Eklund,Per,Per Eklund,,"5' 10""",155 lbs.,"72.0""",Orthodox,14,5,1,FALSE,SWE,29,FALSE
Elam,John,John Elam,,--,--,--,,2,0,0,FALSE,BRA,34,FALSE
Elder,Evan,Evan Elder,The Phenom,"5' 10""",155 lbs.,"72.0""",Switch,7,2,0,FALSE,USA,31,TRUE
Elias,John Paul,John Paul Elias,,"6' 4""",205 lbs.,--,,3,1,0,FALSE,BRA,34,FALSE
Elias,Joao,Joao Elias,Alicate,"5' 3""",125 lbs.,"64.0""",Southpaw,17,4,1,FALSE,BRA,34,FALSE
Elizondo,Saul,Saul Elizondo,,"5' 7""",135 lbs.,--,,6,8,0,FALSE,USA,29,FALSE
Elkins,Darren,Darren Elkins,The Damage,"5' 10""",145 lbs.,"71.0""",Orthodox,27,11,0,FALSE,USA,31,TRUE
Ellenberger,Jake,Jake Ellenberger,The Juggernaut,"5' 9""",170 lbs.,"71.0""",Orthodox,31,15,0,FALSE,USA,31,FALSE
Ellenberger,Joe,Joe Ellenberger,Excalibur,"5' 9""",155 lbs.,"72.0""",Orthodox,15,2,0,FALSE,USA,34,FALSE
Elliott,Tim,Tim Elliott,,"5' 7""",125 lbs.,"66.0""",Southpaw,20,12,1,FALSE,USA,28,TRUE
Elliott,Oban,Oban Elliott,Evil,--,170 lbs.,--,,8,2,0,FALSE,WAL,29,FALSE
Ellis,Eddy,Eddy Ellis,Fast,"5' 9""",170 lbs.,--,Orthodox,21,16,1,FALSE,USA,31,FALSE
Ellis,Lisa,Lisa Ellis,,"5' 4""",115 lbs.,--,,15,11,0,FALSE,USA,27,FALSE
Elmose,Anna,Anna Elmose,Panda,"5' 3""",115 lbs.,--,Orthodox,3,2,0,FALSE,DEN,31,FALSE
Else,Cameron,Cameron Else,Camchida,"5' 9""",135 lbs.,"71.0""",Switch,10,6,0,FALSE,ENG,31,FALSE
Ely,Aaron,Aaron Ely,The Cyborg,"5' 8""",135 lbs.,--,,5,2,0,FALSE,USA,#N/A,FALSE
Em,Sovannahry,Sovannahry Em,The Sweet Savage,"5' 4""",135 lbs.,--,,3,1,0,FALSE,USA,28,FALSE
Emeev,Ramazan,Ramazan Emeev,Gorets,"5' 10""",170 lbs.,"76.0""",Southpaw,20,6,0,FALSE,RUS,29,FALSE
Emelianenko,Aleksander,Aleksander Emelianenko,,"6' 6""",255 lbs.,--,Orthodox,23,7,0,FALSE,RUS,#N/A,FALSE
Emelianenko,Fedor,Fedor Emelianenko,The Last Emperor,"6' 0""",230 lbs.,"74.0""",Orthodox,36,5,0,FALSE,RUS,31,FALSE
Emerson,Rob,Rob Emerson,The Saint,"5' 9""",155 lbs.,"70.0""",Orthodox,18,12,0,FALSE,USA,29,FALSE
Emmers,Jamall,Jamall Emmers,Pretty Boy,"5' 10""",145 lbs.,"74.0""",Orthodox,19,7,0,FALSE,USA,31,TRUE
Emmett,Josh,Josh Emmett,CC0,"5' 6""",145 lbs.,"70.0""",Orthodox,18,4,0,FALSE,USA,34,TRUE
Enache,Marius,Marius Enache,,"5' 11""",155 lbs.,--,,3,3,0,FALSE,USA,27,FALSE
Engel,Kevin,Kevin Engel,The Hitman,"6' 2""",170 lbs.,--,,5,1,0,FALSE,USA,27,FALSE
Englund,Kolton,Kolton Englund,White Assassin,"5' 10""",155 lbs.,"69.0""",Orthodox,9,4,0,FALSE,USA,27,FALSE
Enkamp,Oliver,Oliver Enkamp,,"6' 0""",170 lbs.,"77.0""",Switch,7,2,0,FALSE,SWE,29,FALSE
Enlund,Alex,Alex Enlund,,"5' 10""",145 lbs.,--,Orthodox,14,2,0,FALSE,ENG,#N/A,FALSE
Ento,Kenny,Kenny Ento,Tha' Dragon,"6' 2""",192 lbs.,--,,14,15,0,FALSE,USA,27,FALSE
Entwistle,Ian,Ian Entwistle,Enty,"5' 5""",135 lbs.,--,Orthodox,9,3,0,FALSE,ENG,31,FALSE
Enz,Andy,Andy Enz,Tank Mode,"6' 3""",185 lbs.,"78.0""",Orthodox,10,4,0,FALSE,USA,31,FALSE
Eoh,Won Jin,Won Jin Eoh,,"5' 7""",160 lbs.,--,Orthodox,5,5,1,FALSE,GER,28,FALSE
Epps,Josh,Josh Epps,,--,130 lbs.,--,,6,7,0,FALSE,GER,34,FALSE
Erceg,Steve,Steve Erceg,Astroboy,"5' 8""",125 lbs.,"68.0""",Orthodox,10,1,0,FALSE,AUS,28,FALSE
Erikson,Tom,Tom Erikson,The Big Cat,"6' 3""",280 lbs.,--,Orthodox,9,4,1,FALSE,USA,28,FALSE
Erokhin,Konstantin,Konstantin Erokhin,,"5' 11""",230 lbs.,--,Orthodox,9,3,0,FALSE,RUS,27,FALSE
Erosa,Julian,Julian Erosa,Juicy J,"6' 1""",145 lbs.,"74.0""",Southpaw,28,12,0,FALSE,USA,34,TRUE
Errens,Jarno,Jarno Errens,,"5' 11""",145 lbs.,"73.0""",Orthodox,13,4,1,FALSE,NED,31,FALSE
Ertl,Nick,Nick Ertl,,"5' 9""",155 lbs.,--,,8,6,0,FALSE,NED,29,FALSE
Erwin-Davis,Chel,Chel Erwin-Davis,The First Sun,"6' 0""",170 lbs.,--,,5,1,0,FALSE,USA,27,FALSE
Escalante,Bobby,Bobby Escalante,,--,130 lbs.,--,,5,6,0,FALSE,USA,31,FALSE
Esch,Eric,Eric Esch,Butterbean,"5' 11""",350 lbs.,--,Orthodox,15,10,1,FALSE,PHI,31,FALSE
Escobedo,Pro,Pro Escobedo,,--,205 lbs.,--,,1,0,0,FALSE,PHI,29,FALSE
Escovedo,Cole,Cole Escovedo,Apache Kid,"5' 7""",135 lbs.,"72.0""",Orthodox,17,9,0,FALSE,USA,31,FALSE
Escudero,Efrain,Efrain Escudero,Hecho En Mexico,"5' 9""",155 lbs.,"71.0""",Orthodox,28,12,0,FALSE,MEX,31,FALSE
Esguerra,Evan,Evan Esguerra,,--,145 lbs.,--,,8,7,0,FALSE,USA,31,FALSE
Esparza,Carla,Carla Esparza,Cookie Monster,"5' 1""",115 lbs.,"63.0""",Orthodox,20,7,0,TRUE,USA,31,FALSE
Espino,Juan,Juan Espino,El Guapo,"6' 3""",255 lbs.,"80.0""",,11,2,0,FALSE,ESP,34,TRUE
Espinosa,Jordan,Jordan Espinosa,The Gamer,"5' 6""",125 lbs.,"69.0""",Orthodox,15,9,0,FALSE,USA,34,FALSE
Esquibel,Jodie,Jodie Esquibel,,"5' 1""",115 lbs.,"64.0""",Orthodox,6,6,0,FALSE,USA,34,FALSE
Estevam,Rafael,Rafael Estevam,Macapa,"5' 8""",125 lbs.,"69.0""",Orthodox,11,0,0,FALSE,BRA,29,FALSE
Estremadura,Achilles,Achilles Estremadura,,"5' 10""",155 lbs.,"68.0""",Orthodox,7,1,0,FALSE,CAN,#N/A,FALSE
Etchell,Shaun,Shaun Etchell,The Buzzsaw,"5' 7""",125 lbs.,"68.0""",Switch,7,3,0,FALSE,AUS,29,FALSE
Etim,Terry,Terry Etim,,"6' 1""",155 lbs.,"73.0""",Orthodox,16,5,0,FALSE,ENG,28,FALSE
Ettish,Fred,Fred Ettish,,"6' 0""",180 lbs.,--,Southpaw,1,1,0,FALSE,JPN,31,FALSE
Ettling,Scott,Scott Ettling,,--,135 lbs.,--,,4,2,0,FALSE,JPN,29,FALSE
Eubanks,Sijara,Sijara Eubanks,SarJ,"5' 4""",125 lbs.,"67.0""",Orthodox,8,7,0,FALSE,USA,29,TRUE
Evangelista,Billy,Billy Evangelista,,"5' 8""",155 lbs.,"68.0""",Orthodox,13,3,0,FALSE,USA,31,FALSE
Evans,Rashad,Rashad Evans,Suga,"6' 0""",205 lbs.,"75.0""",Orthodox,19,8,1,TRUE,USA,29,FALSE
Evans,Doug,Doug Evans,,"5' 9""",155 lbs.,--,Orthodox,13,10,0,FALSE,USA,31,FALSE
Evans-Smith,Ashlee,Ashlee Evans-Smith,Rebel Girl,"5' 8""",135 lbs.,"67.0""",Orthodox,6,5,0,FALSE,USA,31,TRUE
Evensen,Dan,Dan Evensen,The Viking,"6' 3""",250 lbs.,--,Orthodox,11,4,0,FALSE,USA,31,FALSE
Evinger,Tonya,Tonya Evinger,Triple Threat,"5' 7""",135 lbs.,"70.0""",Orthodox,19,8,0,FALSE,USA,28,FALSE
Evloev,Movsar,Movsar Evloev,,"5' 7""",145 lbs.,"72.0""",Orthodox,17,0,0,FALSE,RUS,29,TRUE
Ewell,Andre,Andre Ewell,Mr. Highlight,"5' 8""",145 lbs.,"75.0""",Southpaw,17,9,0,FALSE,USA,31,FALSE
Ewing,Neal,Neal Ewing,,--,185 lbs.,--,,6,0,0,FALSE,USA,29,FALSE
Eye,Jessica,Jessica Eye,Evil,"5' 6""",125 lbs.,"66.0""",Orthodox,15,11,0,FALSE,USA,31,FALSE
Faaloloto,Edward,Edward Faaloloto,,--,155 lbs.,"70.0""",,2,5,0,FALSE,USA,31,FALSE
Faber,Urijah,Urijah Faber,The California Kid,"5' 6""",135 lbs.,"67.0""",Orthodox,35,11,0,FALSE,USA,28,FALSE
Fabian,Melinda,Melinda Fabian,,"5' 6""",125 lbs.,"66.0""",,4,4,2,FALSE,HUN,27,FALSE
Fabiano,Wagnney,Wagnney Fabiano,The Silencer,"5' 6""",145 lbs.,"69.0""",Southpaw,16,4,0,FALSE,BRA,28,FALSE
Fabinski,Bartosz,Bartosz Fabinski,The Butcher,"6' 0""",170 lbs.,"75.0""",Orthodox,15,5,0,FALSE,POL,31,FALSE
Faircloth,Ron,Ron Faircloth,,"5' 9""",205 lbs.,--,Orthodox,33,20,0,FALSE,FRA,29,FALSE
Fairn,Jason,Jason Fairn,,"6' 1""",230 lbs.,--,,4,5,0,FALSE,USA,31,FALSE
Fairn,Zarah,Zarah Fairn,Infinite,"5' 8""",135 lbs.,"72.0""",Orthodox,6,5,0,FALSE,FRA,28,FALSE
Fakhretdinov,Rinat,Rinat Fakhretdinov,Gladiator,"6' 0""",170 lbs.,"74.0""",Orthodox,21,1,0,FALSE,RUS,29,TRUE
Falcao,Maiquel,Maiquel Falcao,Big Rig,"5' 11""",185 lbs.,--,Orthodox,37,10,0,FALSE,BRA,27,FALSE
Falcao,Pedro,Pedro Falcao,Pedrinho,"5' 6""",135 lbs.,"66.0""",Orthodox,15,3,0,FALSE,BRA,29,FALSE
Farber,Brodie,Brodie Farber,,"6' 1""",170 lbs.,--,Orthodox,16,7,0,FALSE,USA,31,FALSE
Faria,Joao Paulo,Joao Paulo Faria,,"5' 9""",155 lbs.,--,,1,1,0,FALSE,BRA,34,FALSE
Faria,Kalindra,Kalindra Faria,,"5' 7""",125 lbs.,--,Switch,18,8,1,FALSE,BRA,34,FALSE
Farrar,Chance,Chance Farrar,,"5' 9""",145 lbs.,--,Southpaw,8,3,0,FALSE,BRA,31,FALSE
Farrington,Rico,Rico Farrington,The Triggerman,"6' 4""",170 lbs.,"79.0""",Southpaw,7,3,0,FALSE,USA,29,FALSE
Faszholz,Kelly,Kelly Faszholz,,"5' 8""",135 lbs.,--,Orthodox,4,2,0,FALSE,USA,27,FALSE
Faverus,Rodney,Rodney Faverus,,"6' 0""",215 lbs.,--,Southpaw,25,20,3,FALSE,USA,29,FALSE
Felder,Paul,Paul Felder,The Irish Dragon,"5' 11""",155 lbs.,"70.0""",Orthodox,17,6,0,FALSE,USA,29,FALSE
Felipe,Carlos,Carlos Felipe,Boi,"6' 0""",245 lbs.,"75.0""",Orthodox,11,2,0,FALSE,BRA,31,FALSE
Felty,JP,JP Felty,,--,170 lbs.,--,,4,5,0,FALSE,USA,34,FALSE
Pengchao,Feng,Feng Pengchao,,--,135 lbs.,--,,15,9,1,FALSE,BRA,31,FALSE
Ferguson,Kevin,Kevin Ferguson,Kimbo Slice,"6' 2""",235 lbs.,"77.0""",Orthodox,5,2,0,FALSE,USA,27,FALSE
Ferguson,Rhadi,Rhadi Ferguson,,"5' 7""",205 lbs.,--,,3,0,0,FALSE,USA,29,FALSE
Ferguson,Tony,Tony Ferguson,El Cucuy,"5' 11""",155 lbs.,"76.0""",Orthodox,26,8,0,FALSE,USA,28,TRUE
Ferguson,Josh,Josh Ferguson,Taz,"5' 5""",125 lbs.,--,Orthodox,10,5,0,FALSE,USA,34,FALSE
Fernandes,CJ,CJ Fernandes,,"6' 2""",170 lbs.,--,,14,8,3,FALSE,USA,27,FALSE
Fernandes,Bibiano,Bibiano Fernandes,,"5' 7""",139 lbs.,--,Orthodox,20,3,0,FALSE,BRA,31,FALSE
Fernandes,Gabriella,Gabriella Fernandes,Gabi,"5' 6""",125 lbs.,"66.0""",Southpaw,8,3,0,FALSE,BRA,31,TRUE
Fernandez,Emily,Emily Fernandez,,--,--,--,,0,0,0,FALSE,BRA,31,FALSE
Fernando,Lucas,Lucas Fernando,,--,185 lbs.,--,,9,1,0,FALSE,BRA,27,FALSE
Ferreira,Alexandre,Alexandre Ferreira,Cacareco,"5' 7""",205 lbs.,--,Orthodox,18,6,0,FALSE,BRA,31,FALSE
Ferreira,Cezar,Cezar Ferreira,Mutante,"6' 1""",185 lbs.,"78.0""",Southpaw,13,8,0,FALSE,BRA,31,FALSE
Ferreira,Diego,Diego Ferreira,,"5' 9""",155 lbs.,"74.0""",Orthodox,18,5,0,FALSE,BRA,31,FALSE
Ferreira,Erisson,Erisson Ferreira,Gato,"5' 6""",125 lbs.,"70.0""",Orthodox,12,2,0,FALSE,BRA,31,FALSE
Ferreira,Brunno,Brunno Ferreira,The Hulk,"5' 10""",185 lbs.,"72.0""",Orthodox,10,1,0,FALSE,BRA,31,FALSE
Ferrozzo,Scott,Scott Ferrozzo,The Pitbull,"5' 11""",323 lbs.,--,Orthodox,4,2,0,FALSE,USA,29,FALSE
Feucht,Timo,Timo Feucht,,"6' 3""",205 lbs.,"79.0""",Orthodox,8,1,0,FALSE,GER,28,FALSE
Fialho,Andre,Andre Fialho,,"6' 0""",170 lbs.,"74.0""",Orthodox,16,7,0,FALSE,BRA,31,FALSE
Fickett,Drew,Drew Fickett,The Master,"5' 10""",155 lbs.,"70.0""",Orthodox,42,21,0,FALSE,USA,31,FALSE
Fiedler,Scott,Scott Fiedler,,"6' 4""",235 lbs.,--,Orthodox,0,1,0,FALSE,USA,29,FALSE
Fields,Ron,Ron Fields,Killing,"6' 2""",200 lbs.,--,Orthodox,28,32,1,FALSE,IRL,29,FALSE
Figlak,Michal,Michal Figlak,Mad Dog,"5' 10""",155 lbs.,"70.0""",Orthodox,8,1,0,FALSE,IRL,27,FALSE
Figueiredo,Deiveson,Deiveson Figueiredo,Deus da Guerra,"5' 5""",125 lbs.,"68.0""",Orthodox,21,3,1,TRUE,BRA,31,FALSE
Figueiredo,Francisco,Francisco Figueiredo,Sniper,"5' 6""",125 lbs.,"68.0""",Southpaw,13,5,1,FALSE,BRA,31,TRUE
Figueroa,Anthony,Anthony Figueroa,,"5' 4""",135 lbs.,--,Orthodox,11,8,1,FALSE,USA,31,FALSE
Figueroa,Edwin,Edwin Figueroa,El Feroz,"5' 7""",135 lbs.,"69.0""",Orthodox,9,5,0,FALSE,USA,31,FALSE
Filho,Paulo,Paulo Filho,,"5' 8""",185 lbs.,--,Southpaw,23,6,3,FALSE,BRA,29,FALSE
Filho,Jafel,Jafel Filho,Pastor,"5' 7""",125 lbs.,"68.0""",Orthodox,14,3,0,FALSE,BRA,31,FALSE
Fili,Andre,Andre Fili,Touchy,"5' 11""",145 lbs.,"74.0""",Orthodox,22,9,0,FALSE,USA,31,TRUE
Filipovic,Mirko,Mirko Filipovic,Cro Cop,"6' 2""",230 lbs.,"73.0""",Southpaw,35,11,2,FALSE,CRO,27,FALSE
Fink,Brady,Brady Fink,,"6' 0""",183 lbs.,--,Orthodox,2,3,0,FALSE,BRA,31,FALSE
Finney,Jesse,Jesse Finney,,"6' 0""",170 lbs.,--,,5,1,0,FALSE,USA,31,FALSE
Finney,Jan,Jan Finney,Cuddles,"5' 8""",135 lbs.,--,Orthodox,11,12,0,FALSE,USA,31,FALSE
Fioravanti,Luigi,Luigi Fioravanti,,"5' 8""",170 lbs.,"70.0""",Orthodox,26,15,0,FALSE,USA,27,FALSE
Fiore,Nick,Nick Fiore,,"5' 10""",155 lbs.,"72.0""",Orthodox,6,2,0,FALSE,USA,29,FALSE
Fiorot,Manon,Manon Fiorot,The Beast,"5' 7""",125 lbs.,"65.0""",Orthodox,10,1,0,FALSE,FRA,27,TRUE
Firmino,Luiz,Luiz Firmino,Buscape,"5' 6""",154 lbs.,--,Orthodox,19,8,0,FALSE,BRA,27,FALSE
Fisher,Spencer,Spencer Fisher,The King,"5' 7""",155 lbs.,"68.0""",Southpaw,24,9,0,FALSE,USA,28,FALSE
Fishgold,Chris,Chris Fishgold,,"5' 8""",145 lbs.,"68.0""",Orthodox,18,4,1,FALSE,ENG,27,TRUE
Fissori,Bryanna,Bryanna Fissori,,"5' 4""",145 lbs.,--,,2,4,0,FALSE,ENG,31,FALSE
